equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
CRU-00037,crusher,2702.4,85.17,7.01,8.26,472.49,89.37,13,2,medium,day,0
MIL-00038,mill,2249.5,72.39,6.67,7.31,433.22,68.42,65,1,low,day,0
CON-00039,conveyor_belt,5714.7,63.56,2.98,6.32,205.14,67.91,83,1,medium,night,0
PUM-00040,pump,3216.7,71.19,4.64,9.44,257.71,68.32,24,1,low,night,0
TRU-00041,truck,4913.7,99.11,7.77,4.95,480.43,70.24,15,1,high,day,1
PUM-00042,pump,1642.4,88.56,7.07,10.06,309.86,71.9,57,0,medium,day,1
TRU-00043,truck,3545.1,81.44,4.52,7.15,501.94,69.57,64,2,high,day,0
CRU-00044,crusher,6466.9,89.49,9.85,6.27,470.46,85.27,62,1,medium,night,1
TRU-00045,truck,1749.2,71.65,4.33,5.25,477.27,76.76,22,0,medium,night,0
CON-00046,conveyor_belt,1334.1,64.74,3.25,4.85,251.87,76.92,53,1,high,day,0
TRU-00047,truck,2110.4,77.64,4.8,6.16,416.07,64.8,67,0,medium,day,0
TRU-00048,truck,6608.2,56.18,7.15,8.52,519.74,72.53,60,1,medium,night,0
PUM-00049,pump,2565.9,68.96,3.24,10.43,345.09,74.61,50,1,medium,night,0
PUM-00050,pump,2459.8,82.92,6.98,8.46,330.85,64.55,42,2,high,night,1
TRU-00051,truck,5624.9,90.81,9.82,6.02,470.18,79.58,15,0,high,day,1
CON-00052,conveyor_belt,2648.7,54.44,4.37,5.0,270.78,67.6,163,2,medium,night,0
TRU-00053,truck,5477.2,90.68,7.54,6.02,393.9,76.94,72,0,high,night,0
CON-00054,conveyor_belt,2528.5,49.28,4.75,1.6,255.71,59.17,68,1,high,night,0
PUM-00055,pump,2661.8,57.35,5.18,12.18,337.61,78.56,78,1,high,night,0
CON-00056,conveyor_belt,6802.7,67.78,7.08,2.7,248.82,70.14,106,1,high,day,1
MIL-00057,mill,2994.7,76.95,3.51,6.29,441.0,78.12,44,0,medium,day,0
PUM-00058,pump,3089.0,75.29,5.23,9.91,309.01,52.47,53,0,low,night,0
CON-00059,conveyor_belt,7268.1,56.42,5.6,3.85,236.83,73.58,24,1,medium,night,0
CRU-00060,crusher,4581.0,79.57,7.77,7.71,565.15,94.53,17,1,medium,day,1
PUM-00061,pump,2526.6,63.81,4.99,10.1,283.47,67.57,24,1,low,day,0
CRU-00062,crusher,3262.6,96.08,10.11,8.2,508.86,94.58,53,1,low,day,1
PUM-00063,pump,5770.0,70.63,6.76,10.3,344.47,80.19,49,2,high,day,0
CON-00064,conveyor_belt,4428.2,69.24,1.79,5.81,212.88,51.68,62,1,medium,day,0
CON-00065,conveyor_belt,5616.6,58.0,2.23,3.93,309.25,87.93,59,2,low,day,0
TRU-00066,truck,6908.6,79.08,9.22,6.35,326.68,59.01,46,0,low,day,0
PUM-00067,pump,2659.6,80.81,5.48,9.1,236.86,72.31,41,0,high,day,0
PUM-00068,pump,4185.8,74.43,5.24,8.91,337.75,65.03,58,0,high,night,0
MIL-00069,mill,2589.6,94.58,6.53,5.64,557.45,92.92,65,1,low,day,1
CON-00070,conveyor_belt,5775.5,64.19,7.98,4.62,124.54,88.71,29,0,medium,night,0
PUM-00071,pump,4958.8,69.89,7.49,9.51,185.16,61.86,25,1,medium,day,0
PUM-00072,pump,3492.3,64.14,2.27,8.73,267.33,63.16,52,4,low,day,0
CON-00073,conveyor_belt,2489.6,80.23,3.99,2.3,246.47,62.47,34,0,medium,night,0
PUM-00074,pump,2583.7,79.44,6.03,8.04,319.43,71.24,15,0,high,night,1
TRU-00075,truck,1573.2,66.67,1.96,8.38,352.05,76.09,36,0,medium,night,0
PUM-00076,pump,7455.8,48.03,6.61,9.05,314.14,66.56,15,1,high,day,0
PUM-00077,pump,2269.5,79.96,6.85,7.33,343.09,64.22,63,2,low,night,0
CRU-00078,crusher,3924.2,99.3,6.59,6.9,494.09,92.02,21,0,high,night,0
CON-00079,conveyor_belt,8797.0,58.88,6.43,5.45,129.56,54.62,62,1,medium,day,0
CON-00080,conveyor_belt,13330.3,52.53,3.51,4.01,248.78,62.17,24,1,medium,night,0
TRU-00081,truck,2062.2,83.13,5.97,7.51,499.88,73.41,34,0,medium,night,0
CRU-00082,crusher,4080.7,90.17,6.17,9.78,533.09,79.49,55,2,medium,day,0
TRU-00083,truck,8306.2,83.69,5.15,7.24,357.6,39.42,35,0,low,day,0
PUM-00084,pump,4674.7,60.31,6.12,10.18,237.66,67.81,56,2,low,day,0
CON-00085,conveyor_belt,7003.3,50.7,2.68,2.85,240.49,65.89,116,1,low,day,0
MIL-00086,mill,5084.3,67.46,9.32,6.99,470.06,74.73,39,1,medium,day,0
MIL-00087,mill,1822.5,92.59,6.49,6.72,539.15,79.79,31,2,medium,day,1
CON-00088,conveyor_belt,4540.0,65.0,5.49,2.19,287.36,81.9,26,0,low,night,0
MIL-00089,mill,5071.9,68.45,8.65,6.6,555.24,86.49,21,0,medium,night,0
CON-00090,conveyor_belt,6644.6,67.81,6.19,3.85,158.18,69.56,29,3,high,day,0
CRU-00091,crusher,5718.3,104.77,8.6,6.79,455.72,82.47,50,0,medium,night,0
CRU-00092,crusher,3305.7,89.4,8.31,9.21,517.22,93.61,48,0,medium,night,0
CRU-00093,crusher,3780.3,89.62,9.31,8.21,631.26,87.62,111,2,high,night,0
TRU-00094,truck,2555.1,73.45,7.98,5.69,461.47,70.03,49,1,low,day,0
TRU-00095,truck,2825.5,96.8,5.42,8.9,353.64,65.46,49,1,low,night,0
CON-00096,conveyor_belt,2806.9,67.92,3.72,4.88,264.37,59.4,16,0,low,day,0
TRU-00097,truck,2870.4,75.54,3.63,5.59,449.36,61.67,26,1,medium,night,0
MIL-00098,mill,6498.7,95.3,6.65,7.46,560.91,77.66,121,1,low,night,1
TRU-00099,truck,4102.2,71.42,3.71,5.13,417.27,78.77,54,2,low,day,0
TRU-00100,truck,3600.6,67.7,5.03,5.64,400.88,85.06,49,3,medium,day,0
PUM-00101,pump,2073.6,73.96,4.13,9.33,304.25,74.05,21,0,medium,day,0
CON-00102,conveyor_belt,5605.7,57.97,5.33,6.41,183.85,52.4,51,4,medium,night,0
MIL-00103,mill,6839.6,79.39,7.1,6.46,529.9,86.76,18,1,medium,night,0
TRU-00104,truck,4455.7,85.24,7.05,6.53,406.87,64.44,73,2,medium,day,0
CON-00105,conveyor_belt,2287.5,71.78,4.7,3.49,326.76,88.2,41,2,low,day,1
PUM-00106,pump,8078.3,83.39,7.57,10.63,288.88,68.49,34,2,medium,day,1
MIL-00107,mill,6361.0,94.73,8.73,8.68,564.74,89.15,28,2,low,night,1
CON-00108,conveyor_belt,5099.7,56.52,6.09,4.77,275.34,60.66,42,1,low,day,0
CRU-00109,crusher,7144.1,80.49,7.22,6.53,642.8,78.26,92,1,high,day,1
TRU-00110,truck,7582.7,81.46,6.02,3.97,430.09,77.29,111,0,low,day,0
CRU-00111,crusher,5807.8,89.81,9.21,7.96,518.6,85.02,42,1,high,night,0
CON-00112,conveyor_belt,2934.3,47.6,5.17,5.09,313.64,56.9,43,3,medium,night,0
TRU-00113,truck,3053.0,68.77,5.04,4.33,352.06,71.0,52,1,high,day,0
TRU-00114,truck,1629.7,74.29,6.57,8.48,439.36,81.71,89,0,high,day,0
CON-00115,conveyor_belt,3760.6,68.5,2.4,2.28,101.97,57.48,38,0,low,night,0
CON-00116,conveyor_belt,4051.8,56.73,6.29,4.64,194.68,74.11,26,1,low,day,0
PUM-00117,pump,3801.7,60.14,3.3,9.41,394.49,75.2,59,0,high,night,0
PUM-00118,pump,5788.2,80.63,4.9,12.23,240.4,75.56,69,0,low,day,0
CRU-00119,crusher,5789.1,81.98,7.76,7.23,453.68,66.43,18,1,medium,day,0
CON-00120,conveyor_belt,6534.9,71.73,4.51,4.25,321.09,70.31,66,3,high,night,0
MIL-00121,mill,4564.1,88.92,6.35,6.94,587.8,81.89,23,3,low,day,0
PUM-00122,pump,2703.7,79.19,5.54,9.85,266.38,82.2,12,2,low,night,0
CRU-00123,crusher,2971.2,100.12,6.75,7.01,558.93,78.71,59,0,low,day,1
CRU-00124,crusher,1137.6,78.28,8.32,6.8,576.56,82.84,42,0,low,day,0
TRU-00125,truck,2589.1,76.88,5.4,7.77,394.64,90.12,26,0,high,night,0
TRU-00126,truck,5154.5,68.73,5.36,5.12,416.92,72.07,33,1,high,night,0
PUM-00127,pump,3357.3,58.62,4.98,8.83,324.72,75.32,33,3,medium,night,0
PUM-00128,pump,1856.4,72.83,4.74,11.8,273.69,56.23,75,0,high,day,0
CON-00129,conveyor_belt,1598.3,55.3,3.06,6.43,204.35,78.87,34,0,medium,night,0
TRU-00130,truck,4354.6,74.67,4.45,5.1,450.62,79.46,24,1,high,night,0
PUM-00131,pump,2699.2,77.07,3.77,9.47,261.95,64.78,24,1,high,day,0
CRU-00132,crusher,4521.4,88.69,7.7,6.97,561.39,90.7,57,2,low,day,0
TRU-00133,truck,1258.5,91.85,1.15,8.82,493.16,75.17,17,2,medium,day,0
TRU-00134,truck,1495.2,92.36,7.56,6.18,469.51,87.64,43,3,medium,night,0
MIL-00135,mill,6025.0,68.92,3.91,5.53,456.29,75.08,9,1,high,night,0
CRU-00136,crusher,3592.9,88.43,6.21,9.03,522.94,74.49,28,0,medium,night,0
TRU-00137,truck,2678.3,84.96,5.6,6.97,478.2,86.07,39,3,high,night,0
MIL-00138,mill,2098.6,90.08,7.82,6.63,398.26,84.89,51,0,high,day,0
TRU-00139,truck,3620.9,93.14,5.8,6.01,437.21,83.06,35,0,low,day,1
CON-00140,conveyor_belt,5344.8,64.93,3.2,3.73,348.58,82.7,35,0,low,night,0
MIL-00141,mill,1526.3,88.49,4.14,6.53,397.85,81.0,60,1,high,day,0
TRU-00142,truck,2837.7,72.95,6.32,4.82,369.55,76.65,236,1,high,day,1
MIL-00143,mill,5224.1,85.57,7.38,5.37,593.94,85.98,48,1,high,day,1
TRU-00144,truck,3619.0,76.21,4.73,6.13,397.06,81.22,53,1,medium,night,0
TRU-00145,truck,6057.7,87.74,5.18,7.49,472.49,76.35,101,1,low,day,0
CRU-00146,crusher,1679.7,85.82,4.54,8.31,502.52,84.25,121,0,high,day,1
MIL-00147,mill,2590.2,78.39,8.33,6.84,514.07,82.64,144,0,high,night,1
PUM-00148,pump,1884.0,87.24,3.01,10.83,302.52,69.85,58,1,high,night,0
TRU-00149,truck,2579.3,84.11,7.48,5.1,473.05,66.95,45,4,high,day,0
CON-00150,conveyor_belt,3725.6,56.79,3.93,5.35,295.44,89.57,60,1,low,day,0
TRU-00151,truck,2569.8,71.55,7.02,4.5,546.73,71.78,48,2,low,day,0
CON-00152,conveyor_belt,2015.0,51.17,6.24,4.02,265.4,66.8,46,0,medium,day,0
CRU-00153,crusher,3291.1,100.84,8.47,9.3,534.36,81.98,108,1,high,day,1
CON-00154,conveyor_belt,3584.4,63.83,7.34,5.13,259.25,68.71,39,3,low,day,0
CRU-00155,crusher,4354.1,95.95,8.22,6.65,546.51,72.01,59,0,medium,night,0
MIL-00156,mill,5733.1,69.71,7.48,6.39,512.7,95.46,41,0,high,night,1
PUM-00157,pump,6381.5,66.0,6.77,9.96,431.46,90.87,117,0,medium,day,0
TRU-00158,truck,5976.8,84.27,8.29,7.12,540.95,73.66,29,2,medium,day,0
MIL-00159,mill,4016.6,88.72,7.49,7.53,524.23,80.91,125,2,low,day,1
MIL-00160,mill,1689.2,82.92,6.49,6.26,414.74,72.81,71,2,medium,night,0
TRU-00161,truck,4556.9,57.51,6.43,8.0,519.56,50.67,34,2,low,night,0
MIL-00162,mill,4878.6,77.87,7.49,6.65,414.28,92.31,26,1,medium,day,0
CON-00163,conveyor_belt,5089.0,45.19,4.18,4.43,188.0,68.82,34,1,medium,day,0
TRU-00164,truck,1653.5,76.31,6.82,5.91,448.39,73.31,41,1,high,night,0
TRU-00165,truck,4557.9,64.55,7.25,7.15,345.16,57.01,67,1,medium,night,0
CRU-00166,crusher,3336.8,84.55,7.64,7.52,533.31,74.7,35,1,high,day,0
TRU-00167,truck,1825.3,92.5,4.85,6.91,429.99,69.9,26,0,medium,night,0
CRU-00168,crusher,7796.3,88.35,7.31,7.29,604.95,84.0,64,2,medium,day,1
TRU-00169,truck,3537.8,62.29,5.68,8.47,423.95,68.03,104,1,low,day,0
CON-00170,conveyor_belt,5112.2,73.37,2.33,4.19,175.03,62.11,38,0,high,day,0
TRU-00171,truck,4224.7,86.53,5.7,6.02,540.33,81.64,59,0,low,night,0
CRU-00172,crusher,1366.0,70.55,7.53,6.5,530.94,69.67,76,2,low,day,0
PUM-00173,pump,3886.6,82.52,4.78,11.61,359.37,88.51,67,0,low,night,0
CON-00174,conveyor_belt,6691.9,60.31,2.78,4.95,297.72,72.72,69,0,high,night,0
CRU-00175,crusher,5202.8,97.27,9.09,8.45,631.97,99.28,38,2,medium,day,1
PUM-00176,pump,7603.4,56.67,5.06,6.89,267.31,58.89,25,1,low,day,0
CRU-00177,crusher,8283.9,76.15,7.09,6.42,565.42,62.66,75,1,low,night,1
CRU-00178,crusher,4734.2,89.44,10.42,7.89,390.86,73.89,49,2,medium,night,0
PUM-00179,pump,3455.8,76.12,7.31,8.45,347.55,79.99,36,4,high,day,0
MIL-00180,mill,3840.0,81.76,9.16,6.59,528.09,90.74,50,0,high,night,1
PUM-00181,pump,5899.4,59.13,5.84,10.0,373.96,87.06,29,0,medium,night,0
TRU-00182,truck,7129.8,87.52,7.05,6.49,440.01,83.25,5,4,medium,day,0
PUM-00183,pump,2403.5,55.41,4.85,8.4,290.65,81.18,51,1,high,night,0
TRU-00184,truck,3199.1,73.67,5.66,6.99,396.23,65.88,47,0,medium,day,0
TRU-00185,truck,4390.6,79.49,9.07,5.2,397.97,69.96,14,3,high,night,1
CRU-00186,crusher,2066.4,77.09,8.75,7.62,549.19,82.38,84,0,high,night,0
CON-00187,conveyor_belt,2083.5,73.63,5.52,2.27,177.96,48.77,50,1,low,day,0
CON-00188,conveyor_belt,2683.4,76.29,5.35,4.98,335.77,78.29,102,0,medium,day,0
MIL-00189,mill,2731.8,77.04,5.8,7.11,476.34,75.72,58,2,medium,day,0
CON-00190,conveyor_belt,2522.7,45.5,2.65,3.7,236.43,85.54,22,0,medium,day,0
CON-00191,conveyor_belt,4654.6,66.69,5.94,2.59,297.66,55.16,75,5,medium,night,0
MIL-00192,mill,3508.2,96.01,9.0,6.9,428.25,79.54,54,2,high,day,1
CRU-00193,crusher,6349.5,89.84,7.29,7.95,505.2,82.22,25,1,medium,night,0
MIL-00194,mill,2023.0,67.56,7.68,5.9,497.98,100.0,76,2,low,night,0
PUM-00195,pump,7828.1,87.74,4.26,8.82,358.32,55.44,42,2,medium,day,0
TRU-00196,truck,4732.8,82.03,5.96,5.67,524.06,90.21,28,0,medium,night,0
TRU-00197,truck,3045.8,78.19,5.69,5.99,325.25,59.1,77,1,medium,night,0
TRU-00198,truck,3060.9,64.78,3.8,6.87,412.77,67.83,25,2,low,day,0
TRU-00199,truck,3306.7,90.23,7.01,4.6,470.62,71.4,82,1,high,day,1
CON-00200,conveyor_belt,5360.6,54.59,4.02,4.27,367.17,75.51,71,0,low,day,0
CRU-00201,crusher,3633.4,68.85,6.94,8.41,593.45,84.93,74,2,low,night,0
TRU-00202,truck,10806.9,83.91,6.19,7.33,476.44,94.34,29,2,high,day,1
CON-00203,conveyor_belt,1375.7,70.31,6.85,2.05,287.19,71.43,13,2,low,day,0
PUM-00204,pump,3012.8,71.97,5.85,8.23,361.09,71.92,35,0,medium,night,1
CON-00205,conveyor_belt,9017.0,72.44,6.28,4.2,321.94,72.35,73,2,medium,day,0
TRU-00206,truck,2379.3,97.97,5.45,3.83,452.55,97.32,58,1,low,night,1
CON-00207,conveyor_belt,4944.4,62.19,3.28,5.38,333.33,72.97,68,0,medium,day,0
MIL-00208,mill,4821.2,91.59,6.23,9.01,483.95,76.13,29,1,medium,night,0
MIL-00209,mill,3341.8,73.48,6.32,9.19,448.84,72.05,127,1,low,day,0
CON-00210,conveyor_belt,10018.6,58.0,4.11,2.52,80.0,52.27,7,2,medium,night,0
PUM-00211,pump,2586.8,72.33,5.45,6.63,292.74,82.06,66,0,medium,day,0
CON-00212,conveyor_belt,6210.3,50.96,3.17,1.82,342.5,73.08,38,0,medium,day,0
CON-00213,conveyor_belt,7184.7,71.66,4.66,3.16,393.81,88.1,91,0,medium,day,0
CRU-00214,crusher,3963.3,77.07,5.84,8.37,533.94,84.25,30,0,medium,day,0
CRU-00215,crusher,2409.0,91.92,5.17,5.36,548.03,74.83,23,0,medium,day,1
CON-00216,conveyor_belt,7261.2,60.75,4.06,1.91,212.05,68.52,61,0,medium,day,0
TRU-00217,truck,5167.2,84.84,6.77,6.53,375.83,62.18,39,0,medium,day,0
CRU-00218,crusher,6065.6,93.35,7.49,6.65,587.37,78.91,27,0,low,day,0
CON-00219,conveyor_belt,2667.5,62.79,5.81,3.51,206.64,78.36,41,1,high,night,0
MIL-00220,mill,3753.1,83.84,7.37,6.63,439.61,78.86,79,2,low,night,0
CON-00221,conveyor_belt,5923.6,71.46,7.09,3.52,290.04,68.53,17,0,medium,night,1
TRU-00222,truck,7801.4,79.37,6.04,8.34,567.73,83.85,24,2,high,day,0
CRU-00223,crusher,3068.7,74.85,7.66,8.68,547.99,82.35,71,0,medium,day,0
MIL-00224,mill,9232.8,99.99,9.55,7.04,483.58,76.73,80,1,medium,day,1
PUM-00225,pump,3847.7,73.45,4.24,9.91,226.33,45.15,88,3,medium,day,0
MIL-00226,mill,7435.9,73.08,5.99,5.48,471.95,80.54,83,0,low,day,1
TRU-00227,truck,5915.8,74.98,7.22,6.89,468.51,67.69,72,1,high,night,0
TRU-00228,truck,8500.5,86.5,6.85,6.07,447.05,69.25,95,0,low,day,0
CON-00229,conveyor_belt,1871.4,52.99,6.02,5.18,143.74,66.64,88,2,medium,day,0
CON-00230,conveyor_belt,3912.8,67.07,5.22,3.49,270.87,79.67,51,0,medium,night,0
MIL-00231,mill,4459.4,77.47,6.35,8.69,560.95,79.66,73,0,high,night,0
MIL-00232,mill,4592.8,101.75,6.88,5.21,472.46,79.82,80,0,medium,night,0
PUM-00233,pump,3459.4,88.23,5.98,8.37,221.21,66.9,104,1,medium,night,1
CRU-00234,crusher,4731.8,93.88,6.29,6.52,447.95,73.59,17,1,low,night,0
PUM-00235,pump,2711.5,68.41,4.35,10.11,225.23,64.83,22,1,high,day,0
MIL-00236,mill,1072.9,97.71,5.97,6.55,532.99,84.23,40,1,low,day,0
TRU-00237,truck,3112.8,68.35,5.01,4.6,385.55,63.61,25,1,low,day,0
PUM-00238,pump,824.4,74.72,5.83,9.76,326.54,84.57,27,0,medium,night,0
CRU-00239,crusher,5227.3,86.4,6.85,5.94,599.91,86.47,47,2,medium,night,0
CRU-00240,crusher,4331.2,86.32,9.62,5.46,469.74,83.73,37,4,medium,night,1
CRU-00241,crusher,3472.0,97.74,6.67,5.8,570.08,85.63,134,1,low,day,1
MIL-00242,mill,4747.2,85.67,7.99,7.28,453.35,92.34,47,1,low,night,1
TRU-00243,truck,4724.0,77.02,7.31,6.44,420.73,74.33,63,0,high,day,0
TRU-00244,truck,3246.5,70.97,9.0,7.25,532.74,79.19,48,0,medium,day,0
TRU-00245,truck,1541.1,81.94,6.83,4.95,473.82,74.3,109,1,medium,night,0
PUM-00246,pump,5309.4,68.52,5.06,7.42,332.75,66.78,69,1,low,day,0
CON-00247,conveyor_belt,4992.2,61.14,5.91,4.0,193.68,67.55,27,1,medium,day,0
TRU-00248,truck,5091.2,75.18,5.98,7.06,488.48,67.01,40,1,high,day,0
CON-00249,conveyor_belt,4615.8,65.29,7.21,3.12,298.02,67.86,57,1,high,night,0
CON-00250,conveyor_belt,7125.5,53.99,4.5,4.34,345.79,68.16,34,0,high,night,0
PUM-00251,pump,1979.2,50.11,5.44,8.98,245.93,72.76,68,1,high,day,0
CRU-00252,crusher,2460.8,80.28,7.8,6.3,617.85,88.62,92,0,high,night,0
PUM-00253,pump,4522.8,77.62,6.95,9.84,327.04,92.65,54,2,low,night,0
CRU-00254,crusher,3700.3,88.36,8.17,8.36,473.04,65.37,43,0,high,day,0
PUM-00255,pump,6490.9,73.85,3.09,10.87,304.86,62.69,87,0,medium,night,0
CON-00256,conveyor_belt,1513.3,59.09,5.44,4.58,209.81,72.44,37,3,medium,night,0
CRU-00257,crusher,8197.9,87.61,9.35,5.76,484.65,63.45,57,2,medium,night,1
TRU-00258,truck,4336.8,77.51,4.85,5.81,338.38,72.57,7,2,medium,night,0
MIL-00259,mill,4580.0,78.69,8.69,7.61,488.82,82.1,51,0,high,day,0
CRU-00260,crusher,1658.5,87.98,10.9,4.62,549.81,79.12,33,3,low,day,0
MIL-00261,mill,2748.4,75.78,5.67,5.6,520.42,71.09,123,0,medium,night,0
TRU-00262,truck,5180.3,91.81,7.34,6.76,467.51,81.43,104,2,medium,night,0
TRU-00263,truck,10791.7,79.37,9.55,6.51,445.33,60.93,54,3,low,day,1
PUM-00264,pump,2740.5,71.73,3.4,7.02,457.08,76.29,42,1,medium,night,0
TRU-00265,truck,4027.0,90.41,4.08,6.83,468.65,100.0,105,1,medium,day,0
TRU-00266,truck,3380.7,82.01,5.93,5.76,429.93,87.65,23,0,low,night,0
CON-00267,conveyor_belt,4051.2,63.82,3.09,3.93,245.56,71.63,18,1,high,day,0
CRU-00268,crusher,3362.6,82.48,8.71,5.6,493.24,79.59,49,2,low,day,0
MIL-00269,mill,2987.5,86.12,5.4,7.6,487.96,76.92,93,0,low,day,0
TRU-00270,truck,1822.1,86.65,6.51,4.01,380.09,72.11,101,0,medium,night,0
MIL-00271,mill,3703.1,78.72,9.65,5.75,480.7,87.67,31,1,medium,night,0
TRU-00272,truck,2846.3,89.15,9.94,6.73,459.73,80.0,98,2,high,night,0
TRU-00273,truck,4055.9,78.4,7.92,4.03,437.07,66.9,62,2,low,day,0
CRU-00274,crusher,4623.3,85.24,4.83,6.21,576.48,88.36,67,2,medium,day,0
TRU-00275,truck,5742.7,73.79,9.17,3.8,473.66,76.88,56,2,medium,night,0
MIL-00276,mill,4936.7,82.6,7.64,7.51,513.15,76.27,16,1,low,night,0
CON-00277,conveyor_belt,6825.2,66.67,5.69,4.81,292.93,66.64,70,0,high,day,1
TRU-00278,truck,6253.6,75.94,5.39,3.67,421.34,75.39,86,1,low,night,0
CRU-00279,crusher,2578.2,83.43,6.15,7.21,580.54,88.75,59,0,high,day,0
CON-00280,conveyor_belt,4773.3,61.68,4.96,5.39,362.23,72.12,89,1,high,day,0
MIL-00281,mill,9324.6,88.41,8.14,5.49,519.44,79.96,50,0,medium,day,1
PUM-00282,pump,5287.4,69.32,6.97,10.57,319.51,83.11,53,4,high,day,1
TRU-00283,truck,1309.5,70.53,6.28,6.12,485.56,68.54,33,1,low,day,0
TRU-00284,truck,3217.6,78.45,6.07,9.57,433.92,76.14,14,2,medium,night,0
TRU-00285,truck,3562.4,81.76,5.58,6.47,325.13,69.61,38,1,low,night,0
TRU-00286,truck,6243.6,70.22,5.84,7.08,543.69,85.15,103,2,high,day,1
CON-00287,conveyor_belt,8132.5,77.29,7.04,4.21,281.36,66.47,42,0,high,night,0
TRU-00288,truck,3320.4,92.82,8.19,6.16,381.36,71.12,34,0,medium,day,0
MIL-00289,mill,5911.5,86.97,6.3,6.46,487.28,83.29,28,1,medium,night,0
CRU-00290,crusher,3254.2,86.91,8.67,7.65,464.88,80.38,23,2,medium,day,0
CON-00291,conveyor_belt,2826.3,53.77,5.95,3.35,249.01,52.56,19,0,low,day,0
MIL-00292,mill,3918.8,92.88,7.44,5.7,594.4,84.89,68,0,medium,day,1
PUM-00293,pump,4462.4,70.62,5.62,9.47,309.7,68.74,123,1,medium,night,0
CRU-00294,crusher,5742.7,84.47,9.16,8.19,485.33,76.93,17,1,medium,night,1
CRU-00295,crusher,3985.6,94.31,9.35,3.59,638.76,79.56,73,0,medium,day,1
CON-00296,conveyor_belt,2251.5,76.8,4.12,1.91,227.75,62.01,54,0,medium,day,0
CON-00297,conveyor_belt,3190.2,66.94,5.23,3.92,202.41,61.28,61,0,medium,day,0
